"p","e","flux inf","flux hor","flux L inf","flux L hor"
46.29609885669683,0.577163859753386,8.864529307000453e-8,-1.0662831974678529e-10,0.000024684287625392558,-2.1635111487769445e-8
46.495101824604184,0.5917109761193029,8.337180247502044e-8,-9.984868007531278e-11,0.00002341783555401031,-2.038552488082933e-8
46.595915341250944,0.5990752001199384,8.067544644236575e-8,-9.630333504368436e-11,0.00002277504381782031,-1.97461674671183e-8
31.007802323562505,0.0009247998800616108,6.913269723884841e-7,-9.708741105780796e-10,0.00011954134185682144,-1.6787922349731208e-7
31.083952548060466,0.008289023880697022,6.845991149203143e-7,-9.58238652614151e-10,0.00011880919221519312,-1.6627986585125481e-7
31.234644592004358,0.022836140246613956,6.713610598093205e-7,-9.341481596660587e-10,0.00011732915391684874,-1.6311840325655717e-7
31.456659380396115,0.04420795069377237,6.52045855119552e-7,-9.007493756267658e-10,0.00011507694495021688,-1.5847313074511467e-7
31.74517192571137,0.07187821031999073,6.272913547117625e-7,-8.607674413603112e-10,0.00011203227970655569,-1.5246825330852956e-7
32.093778499274784,0.1051655855009449,5.979138658550266e-7,-8.170255176391234e-10,0.00010819357187586436,-1.4527589475192996e-7
32.49456274957655,0.14325043058521536,5.648637461293155e-7,-7.719850115879242e-10,0.00010359129532109685,-1.3711226908085783e-7
32.93821367917486,0.18519497029047305,5.291681075700539e-7,-7.274215948950527e-10,0.00009829697747001019,-1.282274319154256e-7
33.41420173813145,0.22996639084322837,4.918715354548262e-7,-6.843134808229966e-10,0.00009242605045210019,-1.1889059659110305e-7
33.91101184808153,0.2764622712816465,4.5398339063231566e-7,-6.42944903109549e-10,0.00008613406119735374,-1.0937420315997173e-7
34.41642576620281,0.32353772871835346,4.164279087516301e-7,-6.031402554623113e-10,0.00007960648825067281,-9.993905692615671e-8
34.91784180546148,0.37003360915677164,3.79986286621322e-7,-5.644800526268078e-10,0.00007304323307453336,-9.082028741010719e-8
35.40261770003807,0.41480502970952693,3.4524702906578e-7,-5.263992197142527e-10,0.00006664104473596577,-8.221299400099188e-8
35.85842197154841,0.4567495694147846,3.1263125856585726e-7,-4.88295088736827e-10,0.00006058053096356936,-7.426255056351416e-8
36.27357994185609,0.4948344144990551,2.8253787881234654e-7,-4.4992453836549565e-10,0.00005502332863700508,-6.707309633854287e-8
36.637402011187625,0.5281217896800092,2.5552948442173537e-7,-4.120404212295452e-10,0.00005011705741908789,-6.074008689850478e-8
36.94048357383476,0.5557920493062276,2.3240151966477189e-7,-3.7669716495186407e-10,0.00004599902344637644,-5.538610914463573e-8
